process_code,process_name,endpoint,interface_code,external_system,purpose,interaction,key_data,idempotency_key,retry_policy,compensation,audit
P122,接待资源闭环,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P122-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P122,接待资源闭环,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P122-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P122,接待资源闭环,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P122-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P122,接待资源闭环,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P122-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P122,接待资源闭环,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P122-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P122,接待资源闭环,员工端,I07,订单票务与支付,订单、支付、出票、核销、退款,API+消息,订单号/票码/金额/状态,P122-07-{业务主键},指数退避3次；超限转死信/人工,幂等回调；差异队列,请求ID、响应码、耗时、摘要、重试和最终结果
P122,接待资源闭环,员工端,I08,CRM与客户主数据,客户、联系人、线索、商机、归属,API+事件,客户ID/商机号/负责人,P122-08-{业务主键},指数退避3次；超限转死信/人工,查重合并；归属冲突工单,请求ID、响应码、耗时、摘要、重试和最终结果
P123,演艺场次闭环,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P123-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P123,演艺场次闭环,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P123-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P123,演艺场次闭环,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P123-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P123,演艺场次闭环,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P123-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P123,演艺场次闭环,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P123-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P123,演艺场次闭环,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P123-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P123,演艺场次闭环,员工端,I07,资产仓储系统,物料、批次、序列号、库存与资产状态,API+事件,物料/资产ID/数量/库位,P123-07-{业务主键},指数退避3次；超限转死信/人工,库存锁补偿；负库存阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P124,采购资产财务闭环,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P124-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P124,采购资产财务闭环,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P124-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P124,采购资产财务闭环,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P124-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P124,采购资产财务闭环,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P124-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P124,采购资产财务闭环,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P124-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P124,采购资产财务闭环,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P124-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P124,采购资产财务闭环,员工端,I07,财务预算与支付,预算占用、票据、付款、凭证、对账,API+批次,预算项/金额/凭证号,P124-07-{业务主键},指数退避3次；超限转死信/人工,冲销补偿；T+1对账,请求ID、响应码、耗时、摘要、重试和最终结果
P124,采购资产财务闭环,员工端,I08,资产仓储系统,物料、批次、序列号、库存与资产状态,API+事件,物料/资产ID/数量/库位,P124-08-{业务主键},指数退避3次；超限转死信/人工,库存锁补偿；负库存阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P125,内容生产发布闭环,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P125-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P125,内容生产发布闭环,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P125-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P125,内容生产发布闭环,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P125-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P125,内容生产发布闭环,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P125-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P125,内容生产发布闭环,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P125-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P125,内容生产发布闭环,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P125-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P125,内容生产发布闭环,员工端,I07,订单票务与支付,订单、支付、出票、核销、退款,API+消息,订单号/票码/金额/状态,P125-07-{业务主键},指数退避3次；超限转死信/人工,幂等回调；差异队列,请求ID、响应码、耗时、摘要、重试和最终结果
P125,内容生产发布闭环,员工端,I08,CRM与客户主数据,客户、联系人、线索、商机、归属,API+事件,客户ID/商机号/负责人,P125-08-{业务主键},指数退避3次；超限转死信/人工,查重合并；归属冲突工单,请求ID、响应码、耗时、摘要、重试和最终结果
P125,内容生产发布闭环,员工端,I09,CMDB/研发/CI-CD,配置项、代码、构建、测试、发布、监控,API+Webhook,工作项/构建号/版本/环境,P125-09-{业务主键},指数退避3次；超限转死信/人工,回退流水；发布门禁,请求ID、响应码、耗时、摘要、重试和最终结果
P125,内容生产发布闭环,员工端,I10,内容资产与渠道平台,素材、版本、版权、发布与数据回流,API+平台回调,内容ID/渠道ID/发布状态/指标,P125-10-{业务主键},指数退避3次；超限转死信/人工,回调验签；平台差异对账,请求ID、响应码、耗时、摘要、重试和最终结果
P126,事件与整改闭环,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P126-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P126,事件与整改闭环,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P126-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P126,事件与整改闭环,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P126-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P126,事件与整改闭环,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P126-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P126,事件与整改闭环,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P126-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P126,事件与整改闭环,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P126-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
