源数据库字段,常用中文名,源类型,目标类型,敏感级别,涉及流程数,必填占比,目标分布,校验规则摘要,脱敏规则,审计要求
review_attachments,审批意见附件,文件集合,varchar(128),P1-内部,126,0.0,document.attachment_link.field_code[ATTACHMENT_LINK]×126,,,记录新增与修改
review_points,品牌/事实审核要点,长文本,text,P1-内部,16,0.0,content.change_request.review_points[TYPED_COLUMN]×12；media.ad_campaign.review_points[TYPED_COLUMN]×12；planning.change_request.review_points[TYPED_COLUMN]×12；brand.authorization.review_points[TYPED_COLUMN]×11；brand.infringement_case.review_points[TYPED_COLUMN]×11；brand.material_review.review_points[TYPED_COLUMN]×11；content.material_request.review_points[TYPED_COLUMN]×11；content.shooting_task.review_points[TYPED_COLUMN]×11；ecommerce.ota_order.review_points[TYPED_COLUMN]×11；ecommerce.product_listing.review_points[TYPED_COLUMN]×11；ecommerce.refund_order.review_points[TYPED_COLUMN]×11；ecommerce.review_complaint.review_points[TYPED_COLUMN]×11；media.live_session.review_points[TYPED_COLUMN]×11；media.public_opinion_case.review_points[TYPED_COLUMN]×11；media.short_video_release.review_points[TYPED_COLUMN]×11；planning.project.review_points[TYPED_COLUMN]×11,,,记录新增与修改
review_score_1000,1000分评审分,整数,jsonb,P1-内部,126,0.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,0-1000,,记录新增与修改
review_type,评审类型,枚举,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
reviewed_at,审批完成时间,日期时间,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
risk_level,风险等级,枚举,jsonb,P1-内部,126,1.0,workflow.wf_instance.context_snapshot.risk_level[COMMON_SERVICE]×126,,,记录新增与修改
role_position,角色/岗位,文本,varchar(100),P1-内部,7,0.0,entertainment.show_session.role_position[TYPED_COLUMN]×12；entertainment.staff_shortage.role_position[TYPED_COLUMN]×12；entertainment.suspension_decision.role_position[TYPED_COLUMN]×12；costume.session_preparation.role_position[TYPED_COLUMN]×11；entertainment.program.role_position[TYPED_COLUMN]×11；entertainment.suspension_advice.role_position[TYPED_COLUMN]×11；entertainment.tech_support_task.role_position[TYPED_COLUMN]×11,,,记录新增与修改
rollback_plan,回退方案,长文本,text,P1-内部,11,0.0,devops.release.rollback_plan[TYPED_COLUMN]×12；audit.data_export_request.rollback_plan[TYPED_COLUMN]×6；audit.data_quality_issue.rollback_plan[TYPED_COLUMN]×6；devops.defect.rollback_plan[TYPED_COLUMN]×6；devops.requirement.rollback_plan[TYPED_COLUMN]×6；iam.account_execution.rollback_plan[TYPED_COLUMN]×6；integration.data_import_job.rollback_plan[TYPED_COLUMN]×6；itops.network_change.rollback_plan[TYPED_COLUMN]×6；itops.recovery_drill.rollback_plan[TYPED_COLUMN]×6；itops.service_request.rollback_plan[TYPED_COLUMN]×6,,,记录新增与修改
rollback_policy,退回/撤回策略,JSON,jsonb,P1-内部,126,1.0,integration.endpoint.retry_policy.rollback_policy[COMMON_SERVICE]×126,,,记录新增与修改
root_cause,根因说明,长文本,jsonb,P1-内部,126,0.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
root_cause_category,根因分类,枚举,jsonb,P1-内部,126,0.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
route_plan,行程/路线,长文本,text,P1-内部,3,0.0,dormitory.stay_record.route_plan[TYPED_COLUMN]×11；fleet.vehicle_dispatch.route_plan[TYPED_COLUMN]×11；fleet.vehicle_incident.route_plan[TYPED_COLUMN]×11,,,记录新增与修改
route_script_version,路线/讲解词版本,文本,varchar(64),P1-内部,3,0.0,reception.change_request.route_script_version[TYPED_COLUMN]×12；reception.guide_execution.route_script_version[TYPED_COLUMN]×11；reception.reception_order.route_script_version[TYPED_COLUMN]×11,,,记录新增与修改
rule_set_version,规则集版本,文本,integer,P1-内部,126,1.0,workflow.wf_rule.version_no[COMMON_SERVICE]×126,,,记录新增与修改
safety_requirements,安全与应急要求,长文本,text,P1-内部,3,0.0,education.teacher_schedule.safety_requirements[TYPED_COLUMN]×12；education.course_product.safety_requirements[TYPED_COLUMN]×11；education.study_tour_delivery.safety_requirements[TYPED_COLUMN]×11,,,记录新增与修改
salary_budget_range,薪酬预算范围,文本,varchar(100),P3-高度敏感,6,0.0,hr.employee_offboarding.salary_budget_range[TYPED_COLUMN]×11；hr.employee_onboarding.salary_budget_range[TYPED_COLUMN]×11；hr.employee_transfer.salary_budget_range[TYPED_COLUMN]×11；hr.promotion_request.salary_budget_range[TYPED_COLUMN]×11；iam.login_session.salary_budget_range[TYPED_COLUMN]×11；iam.permission_request.salary_budget_range[TYPED_COLUMN]×11,,仅显示区间,记录新增与修改
sales_channel,销售渠道,枚举,varchar(64),P1-内部,9,1.0,ticketing.ticket_refund_change.sales_channel[TYPED_COLUMN]×18；ticketing.offline_check_event.sales_channel[TYPED_COLUMN]×17；ticketing.ticket_order.sales_channel[TYPED_COLUMN]×17；drone.flight_cancellation.sales_channel[TYPED_COLUMN]×6；ecommerce.ota_order.sales_channel[TYPED_COLUMN]×6；ecommerce.refund_order.sales_channel[TYPED_COLUMN]×6；entertainment.suspension_decision.sales_channel[TYPED_COLUMN]×6；finance.loan_request.sales_channel[TYPED_COLUMN]×6；sales.secondary_sale.sales_channel[TYPED_COLUMN]×6,,,记录新增与修改
sales_owner_id,负责人/归属,文本,varchar(32),P1-内部,6,1.0,crm.channel_partner.sales_owner_id[TYPED_COLUMN]×6；crm.opportunity.sales_owner_id[TYPED_COLUMN]×6；sales.customer_handover.sales_owner_id[TYPED_COLUMN]×6；sales.deal.sales_owner_id[TYPED_COLUMN]×6；sales.lead.sales_owner_id[TYPED_COLUMN]×6；sales.secondary_sale.sales_owner_id[TYPED_COLUMN]×6,,,记录新增与修改
sample_no,留样编号,文本,varchar(64),P1-内部,4,0.0,catering.food_safety_incident.sample_no[TYPED_COLUMN]×6；catering.group_meal_order.sample_no[TYPED_COLUMN]×6；catering.ingredient_acceptance.sample_no[TYPED_COLUMN]×6；catering.meal_card_settlement.sample_no[TYPED_COLUMN]×6,,,记录新增与修改
satisfaction_score,满意度,整数,jsonb,P1-内部,126,0.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,1-5,,记录新增与修改
scene_description,现场情况,长文本,text,P1-内部,6,1.0,collaboration.major_matter.scene_description[TYPED_COLUMN]×11；reception.complaint.scene_description[TYPED_COLUMN]×11；security.crowd_alert.scene_description[TYPED_COLUMN]×11；security.event_security_plan.scene_description[TYPED_COLUMN]×11；security.patrol_task.scene_description[TYPED_COLUMN]×11；security.security_incident.scene_description[TYPED_COLUMN]×11,,,记录新增与修改
scope_check,业务范围校验,枚举,jsonb,P1-内部,126,1.0,workflow.wf_rule.rule_expr.scope_check[COMMON_SERVICE]×126,,,记录新增与修改
score_1000,考试/评价分（1000分）,整数,bigint,P1-内部,2,0.0,learning.learning_assignment.score_1000[TYPED_COLUMN]×11；performance.performance_cycle.score_1000[TYPED_COLUMN]×11,0-1000,,记录新增与修改
script_copy,脚本/文案,长文本,text,P1-内部,16,0.0,content.change_request.script_copy[TYPED_COLUMN]×12；media.ad_campaign.script_copy[TYPED_COLUMN]×12；planning.change_request.script_copy[TYPED_COLUMN]×12；brand.authorization.script_copy[TYPED_COLUMN]×11；brand.infringement_case.script_copy[TYPED_COLUMN]×11；brand.material_review.script_copy[TYPED_COLUMN]×11；content.material_request.script_copy[TYPED_COLUMN]×11；content.shooting_task.script_copy[TYPED_COLUMN]×11；ecommerce.ota_order.script_copy[TYPED_COLUMN]×11；ecommerce.product_listing.script_copy[TYPED_COLUMN]×11；ecommerce.refund_order.script_copy[TYPED_COLUMN]×11；ecommerce.review_complaint.script_copy[TYPED_COLUMN]×11；media.live_session.script_copy[TYPED_COLUMN]×11；media.public_opinion_case.script_copy[TYPED_COLUMN]×11；media.short_video_release.script_copy[TYPED_COLUMN]×11；planning.project.script_copy[TYPED_COLUMN]×11,,,记录新增与修改
self_check_result,自检结果,枚举,varchar(64),P1-内部,3,0.0,cleaning.cleaning_task.self_check_result[TYPED_COLUMN]×11；cleaning.event_support.self_check_result[TYPED_COLUMN]×11；cleaning.pollution_incident.self_check_result[TYPED_COLUMN]×11,,,记录新增与修改
server_validation_rules,服务端校验规则,JSON,jsonb,P1-内部,126,1.0,workflow.wf_form_definition.validation_schema.server[COMMON_SERVICE]×126,,,记录新增与修改
service_date,游玩/履约日期,日期,date,P1-内部,3,1.0,ticketing.ticket_refund_change.service_date[TYPED_COLUMN]×12；ticketing.offline_check_event.service_date[TYPED_COLUMN]×11；ticketing.ticket_order.service_date[TYPED_COLUMN]×11,,,记录新增与修改
severity,严重度,枚举,varchar(64),P1-内部,3,1.0,entertainment.equipment_fault.severity[TYPED_COLUMN]×11；itops.network_incident.severity[TYPED_COLUMN]×11；maintenance.repair_order.severity[TYPED_COLUMN]×11,,,记录新增与修改
show_result,演出结果,枚举,varchar(64),P1-内部,7,0.0,costume.session_preparation.show_result[TYPED_COLUMN]×6；entertainment.program.show_result[TYPED_COLUMN]×6；entertainment.show_session.show_result[TYPED_COLUMN]×6；entertainment.staff_shortage.show_result[TYPED_COLUMN]×6；entertainment.suspension_advice.show_result[TYPED_COLUMN]×6；entertainment.suspension_decision.show_result[TYPED_COLUMN]×6；entertainment.tech_support_task.show_result[TYPED_COLUMN]×6,,,记录新增与修改
show_session_no,场次编号,文本,varchar(64),P1-内部,9,0.0,entertainment.show_session.show_session_no[TYPED_COLUMN]×18；entertainment.staff_shortage.show_session_no[TYPED_COLUMN]×18；entertainment.suspension_decision.show_session_no[TYPED_COLUMN]×18；costume.session_preparation.show_session_no[TYPED_COLUMN]×17；entertainment.program.show_session_no[TYPED_COLUMN]×17；entertainment.suspension_advice.show_session_no[TYPED_COLUMN]×17；entertainment.tech_support_task.show_session_no[TYPED_COLUMN]×17；costume.inventory_check.show_session_no[TYPED_COLUMN]×6；workflow.wf_orchestration_instance.show_session_no[TYPED_COLUMN]×6,,,记录新增与修改
show_time,演出日期时间,日期时间,timestamptz,P1-内部,8,0.0,entertainment.show_session.show_time[TYPED_COLUMN]×12；entertainment.staff_shortage.show_time[TYPED_COLUMN]×12；entertainment.suspension_decision.show_time[TYPED_COLUMN]×12；costume.session_preparation.show_time[TYPED_COLUMN]×11；entertainment.program.show_time[TYPED_COLUMN]×11；entertainment.suspension_advice.show_time[TYPED_COLUMN]×11；entertainment.tech_support_task.show_time[TYPED_COLUMN]×11；workflow.wf_orchestration_instance.show_time[TYPED_COLUMN]×6,,,记录新增与修改
show_venue_id,演出场地,文本,varchar(64),P1-内部,7,0.0,entertainment.show_session.show_venue_id[TYPED_COLUMN]×12；entertainment.staff_shortage.show_venue_id[TYPED_COLUMN]×12；entertainment.suspension_decision.show_venue_id[TYPED_COLUMN]×12；costume.session_preparation.show_venue_id[TYPED_COLUMN]×11；entertainment.program.show_venue_id[TYPED_COLUMN]×11；entertainment.suspension_advice.show_venue_id[TYPED_COLUMN]×11；entertainment.tech_support_task.show_venue_id[TYPED_COLUMN]×11,,,记录新增与修改
sign_deadline_at,签署截止时间,日期时间,timestamptz,P1-内部,1,0.0,document.signature_envelope.sign_deadline_at[TYPED_COLUMN]×11,,,记录新增与修改
sign_status,签署状态,枚举,varchar(32),P1-内部,1,1.0,document.signature_envelope.sign_status[TYPED_COLUMN]×11,,,记录新增与修改
signing_order,签署顺序,子表,integer,P1-内部,1,1.0,document.signature_party.sign_order[CHILD_ITEM]×11,签署顺序为正整数；同一envelope_id内不得重复,,记录新增与修改
signing_parties,签署主体,主体集合,varchar(64),P1-内部,3,1.0,workflow.wf_business_relation.relation_type[RELATION_LINK]×23,,,记录新增与修改
source_channel,提交渠道,枚举,jsonb,P1-内部,126,1.0,workflow.wf_instance.context_snapshot.source_channel[COMMON_SERVICE]×2164,支持渠道,,记录新增与修改
spare_parts,备件/耗材,子表,jsonb,P1-内部,3,0.0,entertainment.equipment_fault_item.item_value_json[CHILD_ITEM]×6；itops.network_incident_item.item_value_json[CHILD_ITEM]×6；maintenance.repair_order_item.item_value_json[CHILD_ITEM]×6,,,记录新增与修改
spec_model,规格型号,文本,varchar(200),P1-内部,9,0.0,asset.stocktake.spec_model[TYPED_COLUMN]×12；asset.asset_disposal.spec_model[TYPED_COLUMN]×11；asset.asset_use_transaction.spec_model[TYPED_COLUMN]×11；asset.stock_in.spec_model[TYPED_COLUMN]×11；costume.damage_report.spec_model[TYPED_COLUMN]×11；costume.inventory_check.spec_model[TYPED_COLUMN]×11；archive.archive_package.spec_model[TYPED_COLUMN]×6；archive.borrow_request.spec_model[TYPED_COLUMN]×6；workflow.wf_orchestration_instance.spec_model[TYPED_COLUMN]×6,,,记录新增与修改
stage_instruction,节点办理说明,长文本,jsonb,P1-内部,126,0.0,workflow.wf_node.actor_rule.stage_instruction[COMMON_SERVICE]×2164,,,记录新增与修改
start_at,开始时间,日期时间,timestamptz,P1-内部,11,1.0,attendance.leave_request.start_at[TYPED_COLUMN]×18；attendance.shift_change_request.start_at[TYPED_COLUMN]×18；attendance.overtime_request.start_at[TYPED_COLUMN]×17；cleaning.cleaning_task.start_at[TYPED_COLUMN]×6；collaboration.meeting.start_at[TYPED_COLUMN]×6；entertainment.show_session.start_at[TYPED_COLUMN]×6；entertainment.staff_shortage.start_at[TYPED_COLUMN]×6；entertainment.tech_support_task.start_at[TYPED_COLUMN]×6；media.live_session.start_at[TYPED_COLUMN]×6；reception.guide_execution.start_at[TYPED_COLUMN]×6；security.patrol_task.start_at[TYPED_COLUMN]×6,,,记录新增与修改
state_nodes,状态节点配置,JSON,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
step_up_auth_rule,二次认证条件,JSON,jsonb,P1-内部,126,0.0,workflow.wf_rule.rule_expr.step_up_auth_rule[COMMON_SERVICE]×126,,,记录新增与修改
stock_quantity,数量,小数,"numeric(18,6)",P1-内部,6,1.0,asset.stocktake.stock_quantity[TYPED_COLUMN]×12；asset.asset_disposal.stock_quantity[TYPED_COLUMN]×11；asset.asset_use_transaction.stock_quantity[TYPED_COLUMN]×11；asset.stock_in.stock_quantity[TYPED_COLUMN]×11；costume.damage_report.stock_quantity[TYPED_COLUMN]×11；costume.inventory_check.stock_quantity[TYPED_COLUMN]×11,不得小于0,,记录新增与修改
storage_location,存储位置,文本,varchar(500),P1-内部,3,0.0,archive.archive_package.storage_location[TYPED_COLUMN]×11；archive.borrow_request.storage_location[TYPED_COLUMN]×11；archive.disposal_appraisal.storage_location[TYPED_COLUMN]×11,,,记录新增与修改
subject,事项标题,文本,varchar(255),P1-内部,126,1.0,workflow.wf_instance.title[COMMON_SERVICE]×126,5-120字；过滤脚本字符,,记录新增与修改
submission_no,表单提交编号,文本,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×2164,全局唯一；支持幂等,,记录新增与修改
supplement_attachments,补充附件,文件集合,varchar(128),P2-个人,126,0.0,document.attachment_link.field_code[ATTACHMENT_LINK]×126,,,记录新增与修改
supplement_note,补充说明,长文本,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,说明补充原因与变更点,,记录新增与修改
supplement_type,补充类型,枚举,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
supplier_id,供应商,文本,varchar(32),P1-内部,3,0.0,procurement.purchase_return.supplier_id[TYPED_COLUMN]×12；procurement.emergency_purchase.supplier_id[TYPED_COLUMN]×11；procurement.purchase_request.supplier_id[TYPED_COLUMN]×11,,,记录新增与修改
system_service_name,系统/服务名称,文本,varchar(200),P1-内部,14,1.0,devops.release.system_service_name[TYPED_COLUMN]×36；itops.network_change.system_service_name[TYPED_COLUMN]×18；audit.data_export_request.system_service_name[TYPED_COLUMN]×17；audit.data_quality_issue.system_service_name[TYPED_COLUMN]×17；devops.defect.system_service_name[TYPED_COLUMN]×17；devops.requirement.system_service_name[TYPED_COLUMN]×17；iam.account_execution.system_service_name[TYPED_COLUMN]×17；integration.data_import_job.system_service_name[TYPED_COLUMN]×17；itops.recovery_drill.system_service_name[TYPED_COLUMN]×17；itops.service_request.system_service_name[TYPED_COLUMN]×17；itops.event_support.system_service_name[TYPED_COLUMN]×6；itops.network_incident.system_service_name[TYPED_COLUMN]×6；ticketing.offline_check_event.system_service_name[TYPED_COLUMN]×6,,,记录新增与修改
target_audience,适用岗位/人群,组织岗位集合,varchar(64),P1-内部,10,0.0,workflow.wf_business_relation.relation_type[RELATION_LINK]×82,,,记录新增与修改
target_audience_desc,目标人群,长文本,text,P1-内部,5,0.0,administration.large_event.target_audience_desc[TYPED_COLUMN]×12；itops.event_support.target_audience_desc[TYPED_COLUMN]×11；marketing.campaign.target_audience_desc[TYPED_COLUMN]×11；planning.event_handover.target_audience_desc[TYPED_COLUMN]×11；cleaning.event_support.target_audience_desc[TYPED_COLUMN]×6,,,记录新增与修改
target_grade_id,职级/等级,文本,varchar(32),P1-内部,6,0.0,hr.employee_offboarding.target_grade_id[TYPED_COLUMN]×11；hr.employee_onboarding.target_grade_id[TYPED_COLUMN]×11；hr.employee_transfer.target_grade_id[TYPED_COLUMN]×11；hr.promotion_request.target_grade_id[TYPED_COLUMN]×11；iam.login_session.target_grade_id[TYPED_COLUMN]×11；iam.permission_request.target_grade_id[TYPED_COLUMN]×11,,,记录新增与修改
target_job_id,目标岗位,文本,varchar(32),P1-内部,8,1.0,hr.employee_offboarding.target_job_id[TYPED_COLUMN]×11；hr.employee_onboarding.target_job_id[TYPED_COLUMN]×11；hr.employee_transfer.target_job_id[TYPED_COLUMN]×11；hr.promotion_request.target_job_id[TYPED_COLUMN]×11；iam.login_session.target_job_id[TYPED_COLUMN]×11；iam.permission_request.target_job_id[TYPED_COLUMN]×11；dormitory.stay_record.target_job_id[TYPED_COLUMN]×6；workflow.wf_orchestration_instance.target_job_id[TYPED_COLUMN]×6,,,记录新增与修改
target_volume,目标线索/参与人数,整数,bigint,P1-内部,4,0.0,administration.large_event.target_volume[TYPED_COLUMN]×6；itops.event_support.target_volume[TYPED_COLUMN]×6；marketing.campaign.target_volume[TYPED_COLUMN]×6；planning.event_handover.target_volume[TYPED_COLUMN]×6,,,记录新增与修改
task_items,任务清单,子表,jsonb,P1-内部,126,1.0,workflow.wf_task.candidate_rule.task_items[COMMON_SERVICE]×126,,,记录新增与修改
task_no,任务编号,文本,varchar(64),P1-内部,126,1.0,workflow.wf_task.task_no[COMMON_SERVICE]×126,关联当前有效任务,,记录新增与修改
teacher_ids,讲师/带队人员,人员集合,varchar(64),P1-内部,3,0.0,workflow.wf_business_relation.relation_type[RELATION_LINK]×34,,,记录新增与修改
teaching_record,教学/实操记录,长文本,text,P1-内部,3,0.0,education.course_product.teaching_record[TYPED_COLUMN]×6；education.study_tour_delivery.teaching_record[TYPED_COLUMN]×6；education.teacher_schedule.teaching_record[TYPED_COLUMN]×6,,,记录新增与修改
team_size,团队人数,整数,bigint,P1-内部,3,0.0,education.teacher_schedule.team_size[TYPED_COLUMN]×12；education.course_product.team_size[TYPED_COLUMN]×11；education.study_tour_delivery.team_size[TYPED_COLUMN]×11,,,记录新增与修改
tech_impact_scope,影响范围,长文本,text,P1-内部,11,1.0,devops.release.tech_impact_scope[TYPED_COLUMN]×24；itops.network_change.tech_impact_scope[TYPED_COLUMN]×12；audit.data_export_request.tech_impact_scope[TYPED_COLUMN]×11；audit.data_quality_issue.tech_impact_scope[TYPED_COLUMN]×11；devops.defect.tech_impact_scope[TYPED_COLUMN]×11；devops.requirement.tech_impact_scope[TYPED_COLUMN]×11；iam.account_execution.tech_impact_scope[TYPED_COLUMN]×11；integration.data_import_job.tech_impact_scope[TYPED_COLUMN]×11；itops.recovery_drill.tech_impact_scope[TYPED_COLUMN]×11；itops.service_request.tech_impact_scope[TYPED_COLUMN]×11,,,记录新增与修改
tech_logs_reports,日志/报告附件,文件集合,jsonb,P1-内部,11,0.0,devops.release_item.item_value_json[CHILD_ITEM]×12；audit.data_export_request_item.item_value_json[CHILD_ITEM]×6；audit.data_quality_issue_item.item_value_json[CHILD_ITEM]×6；devops.defect_item.item_value_json[CHILD_ITEM]×6；devops.requirement_item.item_value_json[CHILD_ITEM]×6；iam.account_execution_item.item_value_json[CHILD_ITEM]×6；integration.data_import_job_item.item_value_json[CHILD_ITEM]×6；itops.network_change_item.item_value_json[CHILD_ITEM]×6；itops.recovery_drill_item.item_value_json[CHILD_ITEM]×6；itops.service_request_item.item_value_json[CHILD_ITEM]×6,,,记录新增与修改
tech_risk_level,风险等级,枚举,varchar(64),P1-内部,11,1.0,devops.release.tech_risk_level[TYPED_COLUMN]×24；itops.network_change.tech_risk_level[TYPED_COLUMN]×12；audit.data_export_request.tech_risk_level[TYPED_COLUMN]×11；audit.data_quality_issue.tech_risk_level[TYPED_COLUMN]×11；devops.defect.tech_risk_level[TYPED_COLUMN]×11；devops.requirement.tech_risk_level[TYPED_COLUMN]×11；iam.account_execution.tech_risk_level[TYPED_COLUMN]×11；integration.data_import_job.tech_risk_level[TYPED_COLUMN]×11；itops.recovery_drill.tech_risk_level[TYPED_COLUMN]×11；itops.service_request.tech_risk_level[TYPED_COLUMN]×11,,,记录新增与修改
tech_work_item_no,变更/需求/缺陷编号,文本,varchar(64),P1-内部,11,0.0,devops.release.tech_work_item_no[TYPED_COLUMN]×24；itops.network_change.tech_work_item_no[TYPED_COLUMN]×12；audit.data_export_request.tech_work_item_no[TYPED_COLUMN]×11；audit.data_quality_issue.tech_work_item_no[TYPED_COLUMN]×11；devops.defect.tech_work_item_no[TYPED_COLUMN]×11；devops.requirement.tech_work_item_no[TYPED_COLUMN]×11；iam.account_execution.tech_work_item_no[TYPED_COLUMN]×11；integration.data_import_job.tech_work_item_no[TYPED_COLUMN]×11；itops.recovery_drill.tech_work_item_no[TYPED_COLUMN]×11；itops.service_request.tech_work_item_no[TYPED_COLUMN]×11,,,记录新增与修改
technical_metrics,技术指标,子表,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
template_version,模板编号/版本,文本,jsonb,P1-内部,7,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×53,,,记录新增与修改
termination_policy,终止与重开策略,JSON,jsonb,P1-内部,126,1.0,workflow.wf_rule.rule_expr.termination_policy[COMMON_SERVICE]×126,,,记录新增与修改
ticket_codes,票码/凭证码,文本集合,jsonb,P2-个人,3,0.0,ticketing.ticket_refund_change_item.item_value_json[CHILD_ITEM]×12；ticketing.offline_check_event_item.item_value_json[CHILD_ITEM]×11；ticketing.ticket_order_item.item_value_json[CHILD_ITEM]×11,,中间位脱敏,记录新增与修改
timeout_escalation,超时升级策略,JSON,jsonb,P1-内部,126,1.0,workflow.wf_sla_policy.escalation_rules[COMMON_SERVICE]×126,,,记录新增与修改
transfer_manifest,移交清单,子表,jsonb,P1-内部,3,0.0,archive.archive_package_item.item_value_json[CHILD_ITEM]×11；archive.borrow_request_item.item_value_json[CHILD_ITEM]×11；archive.disposal_appraisal_item.item_value_json[CHILD_ITEM]×11,,,记录新增与修改
transition_rules,迁移条件配置,JSON,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
trigger_type,触发方式,多选枚举,jsonb,P1-内部,126,1.0,workflow.wf_instance.context_snapshot.trigger_type[COMMON_SERVICE]×126,,,记录新增与修改
truth_commitment,真实性承诺,布尔,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,提交前必须为是,,记录新增与修改
unit,单位,枚举,varchar(64),P1-内部,6,1.0,asset.stocktake.unit[TYPED_COLUMN]×12；asset.asset_disposal.unit[TYPED_COLUMN]×11；asset.asset_use_transaction.unit[TYPED_COLUMN]×11；asset.stock_in.unit[TYPED_COLUMN]×11；costume.damage_report.unit[TYPED_COLUMN]×11；costume.inventory_check.unit[TYPED_COLUMN]×11,,,记录新增与修改
updated_at,最后更新时间,日期时间,timestamptz,P1-内部,126,1.0,workflow.wf_instance.updated_at[COMMON_SERVICE]×2164,每次保存自动更新,,记录新增与修改
usage_metric,里程/用量,小数,"numeric(18,6)",P1-内部,3,0.0,dormitory.stay_record.usage_metric[TYPED_COLUMN]×11；fleet.vehicle_dispatch.usage_metric[TYPED_COLUMN]×11；fleet.vehicle_incident.usage_metric[TYPED_COLUMN]×11,,,记录新增与修改
use_end_at,使用结束时间,日期时间,timestamptz,P1-内部,3,0.0,dormitory.stay_record.use_end_at[TYPED_COLUMN]×11；fleet.vehicle_dispatch.use_end_at[TYPED_COLUMN]×11；fleet.vehicle_incident.use_end_at[TYPED_COLUMN]×11,,,记录新增与修改
use_start_at,使用开始时间,日期时间,timestamptz,P1-内部,3,1.0,dormitory.stay_record.use_start_at[TYPED_COLUMN]×11；fleet.vehicle_dispatch.use_start_at[TYPED_COLUMN]×11；fleet.vehicle_incident.use_start_at[TYPED_COLUMN]×11,,,记录新增与修改
venue_channel,地点/发布渠道,文本,varchar(500),P1-内部,7,0.0,collaboration.meeting.venue_channel[TYPED_COLUMN]×33；collaboration.notice.venue_channel[TYPED_COLUMN]×22；administration.official_document.venue_channel[TYPED_COLUMN]×11；collaboration.executive_directive.venue_channel[TYPED_COLUMN]×11,,,记录新增与修改
verification_result,整改验证结果,枚举,jsonb,P1-内部,126,0.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
verification_status,核销状态,枚举,varchar(64),P1-内部,3,0.0,ticketing.offline_check_event.verification_status[TYPED_COLUMN]×6；ticketing.ticket_order.verification_status[TYPED_COLUMN]×6；ticketing.ticket_refund_change.verification_status[TYPED_COLUMN]×6,,,记录新增与修改
verification_test_result,健康检查/测试结果,长文本,text,P1-内部,11,0.0,devops.release.verification_test_result[TYPED_COLUMN]×12；audit.data_export_request.verification_test_result[TYPED_COLUMN]×6；audit.data_quality_issue.verification_test_result[TYPED_COLUMN]×6；devops.defect.verification_test_result[TYPED_COLUMN]×6；devops.requirement.verification_test_result[TYPED_COLUMN]×6；iam.account_execution.verification_test_result[TYPED_COLUMN]×6；integration.data_import_job.verification_test_result[TYPED_COLUMN]×6；itops.network_change.verification_test_result[TYPED_COLUMN]×6；itops.recovery_drill.verification_test_result[TYPED_COLUMN]×6；itops.service_request.verification_test_result[TYPED_COLUMN]×6,,,记录新增与修改
version_build_no,版本/构建号,文本,varchar(100),P1-内部,11,0.0,devops.release.version_build_no[TYPED_COLUMN]×24；itops.network_change.version_build_no[TYPED_COLUMN]×12；audit.data_export_request.version_build_no[TYPED_COLUMN]×11；audit.data_quality_issue.version_build_no[TYPED_COLUMN]×11；devops.defect.version_build_no[TYPED_COLUMN]×11；devops.requirement.version_build_no[TYPED_COLUMN]×11；iam.account_execution.version_build_no[TYPED_COLUMN]×11；integration.data_import_job.version_build_no[TYPED_COLUMN]×11；itops.recovery_drill.version_build_no[TYPED_COLUMN]×11；itops.service_request.version_build_no[TYPED_COLUMN]×11,,,记录新增与修改
visibility_level,密级/可见范围,枚举,varchar(64),P1-内部,7,1.0,collaboration.meeting.visibility_level[TYPED_COLUMN]×33；collaboration.notice.visibility_level[TYPED_COLUMN]×22；administration.official_document.visibility_level[TYPED_COLUMN]×11；collaboration.executive_directive.visibility_level[TYPED_COLUMN]×11,,,记录新增与修改
visibility_rules,条件显隐规则,JSON,jsonb,P1-内部,126,0.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
